id,Age,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Day,Month,Duration,Campaign,Pdays,Previous,Poutcome,Y
10493,48,housemaid,married,primary,no,0,no,no,cellular,28,aug,20,23,-1,0,unknown,3
10494,39,technician,married,tertiary,no,0,no,no,cellular,28,aug,13,17,-1,0,unknown,3
10495,35,technician,married,tertiary,no,75,no,no,cellular,28,aug,9,19,-1,0,unknown,3
10496,51,blue-collar,married,secondary,no,279,no,no,cellular,28,aug,64,3,-1,0,unknown,3
10497,34,management,single,tertiary,no,4348,yes,no,cellular,28,aug,373,8,-1,0,unknown,0
10498,30,technician,divorced,secondary,no,3028,yes,no,cellular,28,aug,65,5,-1,0,unknown,0
10499,30,technician,married,tertiary,no,0,no,no,cellular,28,aug,140,9,-1,0,unknown,0
10500,45,self-employed,married,secondary,no,396,no,no,cellular,28,aug,238,1,-1,0,unknown,3
10501,31,management,single,tertiary,no,713,no,no,cellular,28,aug,162,1,-1,0,unknown,0
10502,41,technician,married,secondary,no,1788,no,no,cellular,28,aug,222,1,-1,0,unknown,3
10503,43,management,married,tertiary,no,370,no,no,cellular,28,aug,142,5,-1,0,unknown,3
10504,31,management,married,tertiary,no,459,no,no,cellular,28,aug,13,14,-1,0,unknown,0
10505,45,self-employed,married,tertiary,no,240,no,no,cellular,28,aug,163,4,-1,0,unknown,3
10506,32,technician,married,secondary,no,-300,no,no,cellular,28,aug,226,9,-1,0,unknown,0
10507,42,self-employed,married,tertiary,no,0,no,no,cellular,28,aug,35,13,-1,0,unknown,3
10508,52,technician,married,secondary,no,136,no,no,cellular,28,aug,88,5,-1,0,unknown,3
10509,53,management,divorced,tertiary,no,15,no,no,cellular,28,aug,76,5,-1,0,unknown,3
10510,39,technician,single,tertiary,no,1522,yes,no,cellular,28,aug,15,8,-1,0,unknown,1
10511,54,admin.,married,secondary,no,111,no,no,cellular,28,aug,29,13,-1,0,unknown,3
10512,45,technician,married,secondary,no,77,no,no,cellular,28,aug,90,1,-1,0,unknown,3
10513,36,technician,single,secondary,no,0,no,no,cellular,28,aug,8,13,-1,0,unknown,3
10514,44,management,married,tertiary,no,0,no,no,cellular,28,aug,43,1,-1,0,unknown,3
10515,34,management,single,tertiary,yes,621,no,no,cellular,28,aug,205,3,-1,0,unknown,0
10516,41,technician,married,secondary,no,6171,no,no,cellular,28,aug,50,5,-1,0,unknown,3
10517,52,blue-collar,married,secondary,no,305,no,no,cellular,28,aug,26,26,-1,0,unknown,3
10518,43,housemaid,married,primary,no,685,no,no,cellular,28,aug,77,7,-1,0,unknown,3
10519,60,retired,married,tertiary,no,45,no,no,cellular,28,aug,39,5,-1,0,unknown,3
10520,39,management,divorced,tertiary,no,295,no,no,cellular,28,aug,68,2,-1,0,unknown,3
10521,40,technician,married,secondary,no,88,no,no,cellular,28,aug,214,3,-1,0,unknown,3
10522,47,blue-collar,married,primary,no,1480,no,no,cellular,28,aug,460,5,-1,0,unknown,3
10523,40,technician,married,secondary,yes,0,no,no,cellular,28,aug,147,2,-1,0,unknown,3
10524,32,management,single,tertiary,no,813,no,no,cellular,28,aug,114,7,-1,0,unknown,0
10525,31,technician,single,tertiary,no,-564,yes,yes,cellular,28,aug,49,15,-1,0,unknown,3
10526,33,technician,married,secondary,no,2,no,no,cellular,28,aug,385,7,-1,0,unknown,0
10527,31,technician,single,secondary,no,182,no,no,cellular,28,aug,52,5,-1,0,unknown,0
10528,33,technician,single,tertiary,no,34,no,no,cellular,28,aug,13,30,-1,0,unknown,0
10529,49,management,married,tertiary,no,223,no,no,cellular,28,aug,22,22,-1,0,unknown,3
10530,35,management,single,tertiary,no,556,no,no,cellular,28,aug,52,8,-1,0,unknown,3
10531,43,technician,divorced,tertiary,no,0,no,no,cellular,28,aug,142,10,-1,0,unknown,3
10532,44,management,married,tertiary,no,278,no,no,cellular,28,aug,95,4,-1,0,unknown,3
10533,33,technician,married,secondary,no,95,no,no,cellular,28,aug,26,19,-1,0,unknown,0
10534,48,management,single,tertiary,no,81,no,no,cellular,28,aug,23,9,-1,0,unknown,3
10535,59,retired,married,primary,no,1425,yes,no,cellular,28,aug,299,3,-1,0,unknown,2
10536,51,admin.,married,tertiary,no,26,yes,no,telephone,28,aug,51,3,-1,0,unknown,1
10537,36,management,married,tertiary,no,918,no,no,cellular,28,aug,58,8,-1,0,unknown,3
10538,49,management,single,tertiary,no,588,no,no,cellular,28,aug,70,9,-1,0,unknown,3
10539,59,retired,married,primary,no,4450,no,no,cellular,28,aug,106,3,-1,0,unknown,2
10540,32,technician,single,secondary,no,35,no,no,cellular,28,aug,199,6,-1,0,unknown,0
10541,36,technician,married,tertiary,yes,63,no,no,cellular,28,aug,12,14,-1,0,unknown,3
10542,60,retired,married,tertiary,no,872,no,no,telephone,28,aug,37,5,-1,0,unknown,3
10543,55,retired,married,secondary,no,159,no,no,cellular,28,aug,159,1,-1,0,unknown,3
10544,35,technician,married,secondary,no,433,no,no,cellular,28,aug,14,16,-1,0,unknown,3
10545,31,technician,single,secondary,no,3588,no,no,telephone,28,aug,64,27,-1,0,unknown,0
10546,35,management,married,tertiary,no,1684,yes,no,cellular,28,aug,39,8,-1,0,unknown,1
10547,49,blue-collar,married,primary,no,592,no,no,cellular,28,aug,133,15,-1,0,unknown,3
10548,35,technician,single,secondary,yes,-30,no,no,cellular,28,aug,32,2,-1,0,unknown,3
10549,32,technician,married,secondary,no,-213,yes,no,cellular,28,aug,310,7,-1,0,unknown,0
10550,38,technician,married,secondary,no,0,no,no,cellular,28,aug,176,10,-1,0,unknown,3
10551,35,technician,single,tertiary,no,576,no,no,cellular,28,aug,8,13,-1,0,unknown,3
10552,60,management,married,tertiary,no,3029,no,no,cellular,28,aug,26,9,-1,0,unknown,2
10553,36,technician,married,secondary,no,4542,yes,no,cellular,28,aug,76,16,-1,0,unknown,1
10554,56,blue-collar,married,primary,no,313,no,no,cellular,28,aug,24,16,-1,0,unknown,3
10555,48,blue-collar,married,primary,no,266,no,no,telephone,28,aug,58,5,-1,0,unknown,3
10556,55,technician,married,secondary,no,55,no,yes,cellular,28,aug,19,17,-1,0,unknown,3
10557,41,management,single,tertiary,no,4522,no,no,cellular,28,aug,55,1,-1,0,unknown,3
10558,32,technician,single,secondary,no,792,no,no,cellular,29,aug,193,2,-1,0,unknown,0
10559,33,management,single,tertiary,no,2059,no,no,cellular,29,aug,106,2,-1,0,unknown,0
10560,38,self-employed,married,tertiary,no,1029,no,no,cellular,29,aug,42,2,-1,0,unknown,3
10561,36,technician,married,secondary,no,432,yes,no,cellular,29,aug,65,2,-1,0,unknown,1
10562,47,blue-collar,married,primary,no,961,no,no,cellular,29,aug,45,11,-1,0,unknown,3
10563,31,technician,married,tertiary,no,0,no,no,cellular,29,aug,70,2,-1,0,unknown,0
10564,49,services,married,secondary,no,413,yes,yes,cellular,29,aug,175,2,-1,0,unknown,1
10565,37,management,married,tertiary,no,4293,yes,no,cellular,29,aug,150,2,-1,0,unknown,1
10566,51,blue-collar,married,primary,no,21614,no,no,cellular,29,aug,47,20,-1,0,unknown,3
10567,33,technician,married,secondary,no,58,yes,no,telephone,29,aug,57,2,-1,0,unknown,0
10568,45,self-employed,married,primary,no,373,no,no,cellular,29,aug,82,11,-1,0,unknown,3
10569,47,admin.,married,secondary,no,996,no,no,telephone,29,aug,247,2,-1,0,unknown,3
10570,37,technician,married,tertiary,no,1561,no,no,cellular,29,aug,88,7,-1,0,unknown,3
10571,35,technician,divorced,secondary,no,515,yes,yes,cellular,29,aug,114,3,-1,0,unknown,1
10572,60,retired,married,tertiary,no,614,no,no,cellular,29,aug,50,3,-1,0,unknown,3
10573,38,technician,married,secondary,no,300,no,no,cellular,29,aug,125,5,-1,0,unknown,3
10574,30,technician,married,secondary,no,32,no,no,cellular,29,aug,73,2,-1,0,unknown,0
10575,47,blue-collar,married,primary,no,193,yes,no,cellular,29,aug,171,2,-1,0,unknown,1
10576,48,blue-collar,married,secondary,no,647,no,no,cellular,29,aug,64,8,-1,0,unknown,3
10577,46,management,married,tertiary,no,1008,no,no,cellular,29,aug,24,13,-1,0,unknown,3
10578,36,technician,single,secondary,no,0,no,no,cellular,29,aug,21,2,-1,0,unknown,3
10579,32,technician,single,secondary,yes,-1,no,no,cellular,29,aug,185,2,-1,0,unknown,0
10580,45,technician,divorced,secondary,no,54,no,no,cellular,29,aug,83,3,-1,0,unknown,3
10581,35,unknown,married,primary,no,365,no,no,cellular,29,aug,41,2,-1,0,unknown,3
10582,51,blue-collar,married,primary,no,462,yes,no,cellular,29,aug,164,2,-1,0,unknown,1
10583,32,management,single,tertiary,no,0,no,no,cellular,29,aug,63,2,-1,0,unknown,0
10584,35,management,single,tertiary,no,0,no,no,cellular,29,aug,131,2,-1,0,unknown,3
10585,31,management,single,tertiary,no,471,no,no,cellular,29,aug,153,2,-1,0,unknown,0
10586,49,management,married,tertiary,no,0,no,no,cellular,29,aug,102,2,-1,0,unknown,3
10587,45,technician,married,secondary,no,865,no,no,cellular,29,aug,80,4,-1,0,unknown,3
10588,33,technician,married,secondary,yes,-708,no,no,cellular,29,aug,93,2,-1,0,unknown,0
10589,48,management,divorced,tertiary,no,700,yes,no,cellular,29,aug,488,2,-1,0,unknown,1
10590,57,admin.,married,secondary,no,1218,no,no,cellular,29,aug,214,7,-1,0,unknown,2
10591,33,technician,married,tertiary,no,599,yes,no,cellular,29,aug,461,2,-1,0,unknown,0
10592,39,housemaid,divorced,primary,no,239,no,no,cellular,29,aug,204,2,-1,0,unknown,3
10593,42,technician,divorced,secondary,no,112,no,no,cellular,29,aug,69,4,-1,0,unknown,3
10594,37,management,married,tertiary,no,5,no,no,cellular,29,aug,36,2,-1,0,unknown,3
10595,30,management,single,tertiary,no,0,no,no,cellular,29,aug,135,2,-1,0,unknown,0
10596,33,technician,married,secondary,no,8,no,no,cellular,29,aug,462,2,-1,0,unknown,0
10597,49,management,single,secondary,no,0,no,no,cellular,29,aug,121,2,-1,0,unknown,3
10598,34,management,married,tertiary,no,53,yes,yes,cellular,29,aug,256,2,-1,0,unknown,3
10599,32,technician,single,secondary,no,284,no,no,cellular,29,aug,161,2,-1,0,unknown,0
10600,33,management,married,tertiary,no,310,no,no,cellular,29,aug,179,2,-1,0,unknown,0
10601,48,blue-collar,married,secondary,no,134,no,no,cellular,29,aug,200,7,-1,0,unknown,3
10602,58,services,married,secondary,no,74,no,no,cellular,29,aug,105,2,-1,0,unknown,3
10603,31,technician,single,secondary,no,0,no,no,cellular,29,aug,213,4,-1,0,unknown,0
10604,31,technician,single,secondary,no,-2,no,no,cellular,29,aug,131,2,-1,0,unknown,0
10605,59,self-employed,married,tertiary,no,1059,no,no,cellular,29,aug,103,2,-1,0,unknown,2
10606,48,technician,married,tertiary,no,16,no,no,cellular,29,aug,77,2,-1,0,unknown,3
10607,39,management,married,tertiary,no,0,no,no,cellular,29,aug,94,2,-1,0,unknown,3
10608,56,services,married,unknown,no,628,no,no,cellular,29,aug,96,2,-1,0,unknown,3
10609,34,technician,single,secondary,no,943,no,no,cellular,29,aug,96,4,-1,0,unknown,0
10610,55,management,single,tertiary,no,430,no,no,cellular,29,aug,79,4,-1,0,unknown,3
10611,35,management,married,tertiary,no,171,no,no,cellular,29,aug,204,2,-1,0,unknown,3
10612,34,technician,married,secondary,yes,91,no,no,cellular,29,aug,67,4,-1,0,unknown,0
10613,41,technician,married,secondary,no,0,no,no,cellular,29,aug,141,2,-1,0,unknown,3
10614,33,technician,divorced,secondary,no,22,no,no,cellular,29,aug,71,2,-1,0,unknown,0
10615,41,management,single,tertiary,no,2408,no,no,cellular,29,aug,122,2,-1,0,unknown,3
10616,46,blue-collar,married,secondary,no,1685,yes,no,cellular,29,aug,203,2,-1,0,unknown,1
10617,47,entrepreneur,married,secondary,no,8480,no,no,cellular,29,aug,137,9,-1,0,unknown,3
10618,45,blue-collar,married,primary,no,492,no,no,cellular,29,aug,141,2,-1,0,unknown,3
10619,32,management,married,tertiary,no,500,no,yes,cellular,29,aug,107,2,-1,0,unknown,3
10620,39,management,single,secondary,no,36,no,no,cellular,29,aug,70,2,-1,0,unknown,3
10621,47,services,married,secondary,no,518,no,no,cellular,29,aug,96,2,-1,0,unknown,3
10622,59,technician,divorced,secondary,no,2595,yes,no,cellular,29,aug,398,2,-1,0,unknown,2
10623,33,management,married,tertiary,no,0,no,no,cellular,29,aug,60,2,-1,0,unknown,0
10624,38,technician,single,secondary,no,173,no,no,cellular,29,aug,150,4,-1,0,unknown,3
10625,33,management,single,tertiary,no,335,no,no,cellular,29,aug,130,4,-1,0,unknown,0
10626,49,technician,married,secondary,no,10,no,no,cellular,29,aug,135,2,-1,0,unknown,3
10627,38,management,single,tertiary,no,0,no,no,cellular,29,aug,95,2,-1,0,unknown,3
10628,40,technician,married,secondary,no,56,no,no,cellular,29,aug,77,2,-1,0,unknown,3
10629,34,management,single,secondary,no,194,no,no,cellular,29,aug,186,2,-1,0,unknown,0
10630,45,blue-collar,married,primary,no,121,no,no,cellular,29,aug,93,11,-1,0,unknown,3
10631,30,management,single,tertiary,no,3849,no,no,telephone,29,aug,115,2,-1,0,unknown,0
10632,40,self-employed,single,tertiary,no,41,no,no,telephone,29,aug,104,2,-1,0,unknown,3
10633,33,management,single,tertiary,no,-359,no,no,telephone,29,aug,59,2,-1,0,unknown,0
10634,40,technician,divorced,secondary,no,0,no,no,cellular,29,aug,299,3,-1,0,unknown,3
10635,55,blue-collar,married,primary,no,771,no,no,cellular,29,aug,98,19,-1,0,unknown,3
10636,35,management,married,tertiary,no,511,no,no,cellular,29,aug,91,4,-1,0,unknown,3
10637,54,technician,married,secondary,no,1670,no,no,cellular,29,aug,207,7,-1,0,unknown,3
10638,46,blue-collar,married,primary,no,201,no,no,cellular,29,aug,163,6,-1,0,unknown,3
10639,46,management,divorced,tertiary,no,0,no,yes,cellular,29,aug,38,6,-1,0,unknown,3
10640,54,blue-collar,married,secondary,no,466,no,no,cellular,29,aug,436,4,-1,0,unknown,3
10641,34,technician,married,secondary,no,563,yes,yes,cellular,29,aug,32,15,-1,0,unknown,3
10642,44,technician,married,secondary,no,370,no,yes,cellular,29,aug,64,4,-1,0,unknown,3
10643,33,housemaid,single,tertiary,no,1255,no,no,cellular,29,aug,511,4,-1,0,unknown,0
10644,45,blue-collar,married,primary,no,292,yes,no,cellular,29,aug,961,4,-1,0,unknown,1
10645,41,technician,married,secondary,no,593,no,no,cellular,29,aug,95,6,-1,0,unknown,3
10646,36,self-employed,married,tertiary,no,10,no,no,cellular,29,aug,47,4,-1,0,unknown,3
10647,59,housemaid,married,primary,no,418,no,no,cellular,29,aug,300,4,-1,0,unknown,3
10648,46,technician,divorced,secondary,no,117,no,no,cellular,29,aug,94,2,-1,0,unknown,3
10649,38,technician,married,secondary,no,185,no,yes,cellular,29,aug,44,16,-1,0,unknown,3
10650,47,blue-collar,married,secondary,no,947,no,yes,cellular,29,aug,24,17,-1,0,unknown,3
10651,48,blue-collar,married,secondary,no,1903,no,no,cellular,29,aug,21,6,-1,0,unknown,3
10652,47,self-employed,married,primary,no,1056,no,no,telephone,29,aug,58,2,-1,0,unknown,3
10653,47,management,single,tertiary,no,124,no,no,cellular,29,aug,14,15,-1,0,unknown,3
10654,34,technician,divorced,secondary,no,347,no,no,cellular,29,aug,15,14,-1,0,unknown,0
10655,32,management,married,tertiary,no,16,no,no,telephone,29,aug,129,2,-1,0,unknown,0
10656,31,technician,single,secondary,no,0,no,no,cellular,29,aug,157,2,-1,0,unknown,0
10657,42,technician,married,unknown,no,-401,yes,no,telephone,29,aug,145,2,-1,0,unknown,1
10658,56,retired,married,secondary,no,4577,no,no,cellular,29,aug,133,2,-1,0,unknown,2
10659,52,services,married,secondary,no,627,no,no,cellular,29,aug,174,10,-1,0,unknown,3
10660,49,self-employed,married,secondary,no,1683,no,no,cellular,29,aug,61,4,-1,0,unknown,3
10661,36,technician,single,secondary,no,35,no,no,cellular,29,aug,493,2,-1,0,unknown,3
10662,32,technician,single,secondary,no,224,no,no,cellular,29,aug,451,4,-1,0,unknown,0
10663,35,management,single,tertiary,no,385,yes,no,cellular,29,aug,168,2,-1,0,unknown,1
10664,36,technician,divorced,secondary,no,861,no,no,telephone,29,aug,140,2,-1,0,unknown,3
10665,32,management,single,tertiary,no,2233,no,no,cellular,29,aug,85,15,-1,0,unknown,0
10666,45,technician,married,secondary,no,183,no,no,cellular,29,aug,27,4,-1,0,unknown,3
10667,46,technician,married,secondary,no,591,no,no,telephone,29,aug,81,2,-1,0,unknown,3
10668,50,admin.,married,tertiary,no,0,no,no,telephone,29,aug,253,2,-1,0,unknown,3
10669,43,technician,single,tertiary,yes,0,no,no,cellular,29,aug,73,4,-1,0,unknown,3
10670,51,blue-collar,married,primary,no,-27,no,no,telephone,29,aug,158,4,-1,0,unknown,3
10671,57,retired,married,tertiary,no,42,no,no,cellular,29,aug,68,4,-1,0,unknown,3
10672,36,technician,single,secondary,no,2419,no,no,cellular,29,aug,29,3,-1,0,unknown,3
10673,37,management,single,tertiary,no,3452,yes,no,cellular,29,aug,8,9,-1,0,unknown,1
10674,34,management,divorced,tertiary,no,36,no,no,telephone,29,aug,77,7,-1,0,unknown,0
10675,46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270,1,-1,0,unknown,3
10676,30,self-employed,married,tertiary,no,1785,no,no,unknown,17,oct,235,1,-1,0,unknown,0
10677,36,blue-collar,married,secondary,no,1828,yes,no,telephone,17,oct,24,1,-1,0,unknown,1
10678,28,blue-collar,single,secondary,no,9,yes,no,unknown,17,oct,115,1,-1,0,unknown,0
10679,36,self-employed,single,tertiary,no,-103,yes,yes,telephone,17,oct,3253,1,-1,0,unknown,1
10680,37,management,divorced,tertiary,no,199,yes,no,unknown,18,oct,50,1,-1,0,unknown,1
10681,32,management,married,tertiary,no,9214,no,yes,unknown,18,oct,71,1,-1,0,unknown,3
10682,31,entrepreneur,married,tertiary,no,79,yes,no,unknown,18,oct,558,1,-1,0,unknown,0
10683,45,admin.,divorced,secondary,no,1293,yes,yes,telephone,20,oct,164,1,-1,0,unknown,1
10684,47,admin.,married,secondary,no,24556,no,no,telephone,20,oct,309,1,-1,0,unknown,3
10685,48,student,single,unknown,no,1279,no,no,telephone,20,oct,2429,1,-1,0,unknown,3
10686,43,management,married,tertiary,no,1258,no,no,unknown,20,oct,312,1,-1,0,unknown,3
10687,42,admin.,single,secondary,no,-247,yes,yes,telephone,21,oct,519,1,166,1,other,1
10688,40,technician,married,secondary,no,1159,no,no,telephone,21,oct,19,1,-1,0,unknown,3
10689,35,management,married,tertiary,no,0,yes,no,unknown,21,oct,4,1,-1,0,unknown,1
10690,45,admin.,married,secondary,no,5346,yes,yes,unknown,21,oct,187,1,-1,0,unknown,1
10691,36,management,married,tertiary,no,2415,yes,no,telephone,22,oct,73,1,86,4,other,1
10692,32,technician,single,tertiary,no,5514,no,no,telephone,22,oct,181,1,-1,0,unknown,0
10693,44,admin.,divorced,primary,no,429,yes,no,telephone,23,oct,80,1,-1,0,unknown,1
10694,51,entrepreneur,married,tertiary,no,5254,yes,no,unknown,23,oct,134,1,-1,0,unknown,1
10695,57,unknown,married,unknown,no,19268,no,no,unknown,23,oct,301,1,-1,0,unknown,2
10696,40,technician,divorced,tertiary,no,568,yes,no,unknown,24,oct,112,1,-1,0,unknown,1
10697,37,admin.,married,secondary,no,1967,no,no,telephone,27,oct,376,1,-1,0,unknown,3
10698,36,technician,single,secondary,no,3254,yes,no,unknown,27,oct,207,1,-1,0,unknown,1
10699,39,entrepreneur,married,primary,no,437,yes,no,unknown,27,oct,150,1,-1,0,unknown,1
10700,27,entrepreneur,married,secondary,no,2329,no,no,telephone,27,oct,131,1,-1,0,unknown,0
10701,33,management,married,tertiary,no,431,yes,no,telephone,27,oct,51,1,-1,0,unknown,0
10702,38,management,married,tertiary,no,385,yes,no,telephone,28,oct,154,1,-1,0,unknown,1
10703,58,management,divorced,tertiary,no,372,no,yes,unknown,29,oct,11,1,-1,0,unknown,3
10704,59,management,divorced,tertiary,no,258,yes,no,telephone,29,oct,266,1,-1,0,unknown,3
10705,35,management,single,tertiary,no,7506,yes,no,unknown,30,oct,248,1,-1,0,unknown,1
10706,36,entrepreneur,married,tertiary,no,6,no,no,telephone,30,oct,246,1,-1,0,unknown,3
10707,35,blue-collar,single,secondary,no,3623,no,no,telephone,30,oct,160,1,-1,0,unknown,3
10708,43,self-employed,married,primary,no,0,yes,no,telephone,30,oct,81,1,-1,0,unknown,1
10709,27,management,single,tertiary,no,185,no,no,cellular,31,oct,18,1,-1,0,unknown,0
10710,41,services,married,secondary,no,523,yes,yes,telephone,4,nov,5,1,-1,0,unknown,1
10711,28,management,single,tertiary,no,1335,no,yes,unknown,4,nov,15,1,-1,0,unknown,3
10712,26,technician,single,tertiary,no,172,no,yes,telephone,4,nov,21,1,140,4,other,3
10713,34,entrepreneur,married,tertiary,no,0,yes,no,telephone,4,nov,217,1,-1,0,unknown,0
10714,34,management,married,tertiary,no,8,yes,no,telephone,5,nov,6,1,-1,0,unknown,0
10715,50,admin.,divorced,secondary,no,237,no,yes,telephone,5,nov,169,1,-1,0,unknown,3
10716,51,admin.,single,secondary,no,3132,no,no,telephone,5,nov,449,1,176,1,failure,3
10717,37,services,married,secondary,no,1970,yes,no,telephone,5,nov,253,1,-1,0,unknown,1
10718,49,management,married,secondary,no,249,no,no,telephone,6,nov,234,1,-1,0,unknown,3
10719,48,management,divorced,tertiary,no,15,no,no,unknown,6,nov,88,1,-1,0,unknown,3
10720,34,management,married,tertiary,no,1770,yes,no,unknown,6,nov,26,1,101,11,other,0
10721,30,management,single,tertiary,no,12857,yes,no,cellular,6,nov,150,1,-1,0,unknown,0
10722,31,technician,single,tertiary,no,2807,no,no,unknown,8,nov,154,1,-1,0,unknown,0
10723,33,management,single,tertiary,no,1956,no,no,telephone,8,nov,76,1,-1,0,unknown,0
10724,40,blue-collar,married,secondary,no,5060,no,no,unknown,9,nov,299,1,-1,0,unknown,3
10725,43,admin.,single,secondary,no,35,no,no,telephone,9,nov,208,1,-1,0,unknown,3
10726,38,management,married,tertiary,no,1101,yes,no,telephone,9,nov,43,1,-1,0,unknown,1
10727,31,management,married,tertiary,no,163,yes,yes,telephone,10,nov,107,1,-1,0,unknown,3
10728,43,admin.,married,secondary,no,2271,no,no,telephone,10,nov,524,1,-1,0,unknown,3
10729,40,management,single,secondary,no,9916,no,no,telephone,10,nov,98,1,-1,0,unknown,3
10730,48,management,married,tertiary,no,1,no,no,telephone,10,nov,248,1,-1,0,unknown,3
10731,47,technician,married,secondary,no,0,no,no,unknown,11,nov,74,1,-1,0,unknown,3
10732,33,unemployed,married,secondary,no,456,no,no,telephone,11,nov,119,1,-1,0,unknown,0
10733,34,admin.,married,tertiary,no,899,yes,no,unknown,12,nov,114,1,170,3,failure,0
10734,47,blue-collar,married,secondary,no,1230,yes,no,telephone,12,nov,378,1,-1,0,unknown,1
10735,22,technician,single,secondary,no,333,no,yes,telephone,12,nov,129,1,-1,0,unknown,3
10736,26,management,married,tertiary,no,52,no,yes,telephone,12,nov,238,1,-1,0,unknown,3
10737,30,admin.,married,secondary,no,873,yes,no,telephone,12,nov,119,1,167,3,success,0
10738,33,admin.,single,secondary,no,206,no,no,telephone,13,nov,168,1,-1,0,unknown,0
10739,40,blue-collar,married,secondary,no,718,yes,yes,telephone,13,nov,72,1,-1,0,unknown,1
10740,59,housemaid,married,tertiary,no,0,no,no,telephone,13,nov,494,1,-1,0,unknown,3
10741,30,management,single,tertiary,no,1243,yes,no,telephone,13,nov,86,1,174,1,failure,0
10742,32,blue-collar,single,tertiary,no,700,no,no,unknown,13,nov,90,1,-1,0,unknown,0
10743,31,entrepreneur,single,secondary,no,0,no,no,telephone,13,nov,160,1,-1,0,unknown,0
10744,49,admin.,married,secondary,no,3608,yes,no,unknown,13,nov,231,1,-1,0,unknown,1
10745,46,unknown,married,unknown,no,677,no,no,unknown,13,nov,722,1,-1,0,unknown,3
10746,27,student,single,secondary,no,67,no,no,telephone,14,nov,239,1,-1,0,unknown,0
10747,35,admin.,single,secondary,no,943,no,no,telephone,14,nov,24,1,-1,0,unknown,3
10748,30,technician,single,secondary,no,816,yes,no,unknown,14,nov,179,1,-1,0,unknown,0
10749,44,management,married,tertiary,no,6203,yes,yes,cellular,17,nov,58,1,188,1,failure,1
10750,54,admin.,married,secondary,no,4028,yes,no,cellular,17,nov,146,1,-1,0,unknown,1
10751,35,technician,married,secondary,no,1577,yes,yes,cellular,17,nov,53,1,-1,0,unknown,1
10752,41,management,married,tertiary,no,7028,no,no,cellular,17,nov,98,1,-1,0,unknown,3
10753,50,entrepreneur,married,secondary,no,665,no,no,telephone,17,nov,238,1,-1,0,unknown,3
10754,37,technician,married,secondary,no,421,yes,yes,cellular,17,nov,85,1,-1,0,unknown,1
10755,34,technician,single,secondary,no,105,yes,no,cellular,17,nov,303,1,196,2,failure,0
10756,42,management,married,secondary,no,71,no,no,cellular,17,nov,80,1,-1,0,unknown,3
10757,49,retired,married,secondary,no,8648,no,no,cellular,17,nov,527,1,-1,0,unknown,3
10758,36,technician,divorced,secondary,no,3296,yes,no,cellular,17,nov,130,1,-1,0,unknown,1
10759,47,technician,married,tertiary,no,0,no,no,cellular,17,nov,120,1,-1,0,unknown,3
10760,43,technician,divorced,secondary,no,1648,no,no,cellular,17,nov,80,1,-1,0,unknown,3
10761,33,services,single,secondary,no,200,yes,no,cellular,17,nov,252,1,-1,0,unknown,0
10762,56,management,married,tertiary,no,5282,no,no,cellular,17,nov,113,1,-1,0,unknown,2
10763,57,management,married,secondary,no,7162,no,no,cellular,17,nov,83,1,-1,0,unknown,2
10764,57,management,married,tertiary,no,1636,no,no,cellular,17,nov,123,1,-1,0,unknown,2
10765,58,retired,married,secondary,no,425,yes,yes,cellular,17,nov,100,1,-1,0,unknown,3
10766,55,entrepreneur,married,primary,no,199,no,no,cellular,17,nov,176,1,-1,0,unknown,3
10767,45,management,married,tertiary,no,1323,yes,no,cellular,17,nov,550,1,-1,0,unknown,1
10768,48,management,married,tertiary,no,3419,yes,no,cellular,17,nov,75,1,-1,0,unknown,1
10769,40,self-employed,single,tertiary,no,1693,yes,no,cellular,17,nov,353,1,-1,0,unknown,1
10770,59,admin.,married,secondary,no,231,no,yes,cellular,17,nov,59,1,-1,0,unknown,3
10771,54,technician,single,secondary,no,198,yes,yes,cellular,17,nov,120,1,171,2,failure,1
10772,48,admin.,divorced,secondary,no,295,yes,no,cellular,17,nov,123,1,164,2,success,1
10773,57,admin.,divorced,secondary,no,1878,yes,no,cellular,17,nov,219,1,-1,0,unknown,2
10774,45,technician,married,secondary,no,1,yes,no,cellular,17,nov,433,1,-1,0,unknown,1
10775,49,services,married,secondary,no,1114,no,no,cellular,17,nov,283,1,-1,0,unknown,3
10776,45,technician,married,secondary,no,1477,yes,no,cellular,17,nov,75,1,132,1,failure,1
10777,49,services,married,secondary,no,0,yes,no,telephone,17,nov,96,1,-1,0,unknown,1
10778,39,blue-collar,married,primary,no,3324,no,no,cellular,17,nov,96,1,131,1,failure,3
10779,54,blue-collar,married,primary,no,2440,no,yes,cellular,17,nov,334,1,-1,0,unknown,3
10780,42,housemaid,married,secondary,no,477,yes,yes,cellular,17,nov,231,2,-1,0,unknown,1
10781,39,entrepreneur,married,tertiary,no,1654,no,no,cellular,17,nov,376,1,-1,0,unknown,3
10782,48,technician,married,primary,no,4656,no,no,cellular,17,nov,44,1,-1,0,unknown,3
10783,46,management,married,tertiary,no,191,yes,no,cellular,17,nov,58,1,-1,0,unknown,1
10784,39,blue-collar,married,primary,no,108,no,no,cellular,17,nov,265,1,-1,0,unknown,3
10785,58,admin.,married,unknown,no,0,yes,no,cellular,17,nov,219,1,186,2,failure,3
